,col1,col2
0,-0.7780230566384713,0.258812869482563
1,-0.6727566571286315,0.17417808835073328
2,-0.6605942790800733,0.3817041294803061
3,-0.7179209319529035,0.49384091535261665
4,-0.6879879911563822,0.36454593388355133
5,-0.7041458531624613,0.3077829372472086
6,-0.7545167460535055,0.28548087529541033
7,-0.7779720694442299,0.20106563790914422
8,-0.7147071161592211,0.31503132179659465
9,-0.7833396224656539,0.4383748247191232
10,-0.8685995922093118,0.24864057158949024
11,-0.7598551266986442,0.4388929778559334
12,-0.8551641159183245,0.23008460323473978
13,-0.6020237620400858,0.6497712462055909
14,-0.760404592938891,0.4519571633465093
15,-0.7414334074003642,0.2137455973525673
16,-0.7814966195036276,0.3925821180502254
17,-0.648383619304536,0.5667666247108741
18,-0.7160503836292145,0.16884319628582278
19,-0.7146947325526717,0.17538935638129474
20,-0.7734472380776954,0.4235442739949094
21,-0.6504079397319994,0.23063059473685343
22,-0.8005405957342963,0.17266809162322175
23,-0.859159882821569,0.31452247981003184
24,-0.6600609228593396,0.5863023684091824
25,-0.8416991429833335,0.28130161353648364
26,-0.5991380910718797,0.25357378924288243
27,-0.7526545351260959,0.08104629105579021
28,-0.7656552346314999,0.07780598147129848
29,-0.7840065258356644,0.39107790388176755
30,-0.7762259575861197,0.08917082764190373
31,-0.7149069909310413,0.47115139900893677
32,-0.8082451399893802,0.40790582062016
33,-0.7453404046390782,0.36217448466452745
34,-0.7501347271671431,0.30757710311222886
35,-0.745158658746454,0.33079342354707914
36,-0.6936484099381399,0.45945318515381345
37,-0.7546715634650774,0.2485734888271904
38,-0.6736345336040838,0.43392042857023755
39,-0.7346564087848299,0.2497129844931495
40,-0.7019205981945903,0.09348465391486874
41,-0.7212204068767327,0.19937288150001153
42,-0.733726855935625,0.22963639290316826
43,-0.7743468356272104,0.20071901337598125
44,-0.8074297518297165,0.17116016896361
45,-0.7602495258583835,0.09367041642182068
46,-0.6607830355892886,0.38772565902065714
47,-0.7095578654512298,0.24030752760015744
48,-0.7242413081122132,0.31365477837755196
49,-0.703811508154306,0.24160979464908147
50,-0.6355285536250681,0.5736768434655098
51,-0.6328073937473483,0.4552266830121101
52,-0.6588071501602205,0.41794817471887
53,-0.8337636110996653,0.30168073591518524
54,-0.7544074342681473,0.08839397856924062
55,-0.8131143208998778,0.14181703435463566
56,-0.6274054867717518,0.600389378489199
57,-0.8213083364064862,0.3802749742425127
58,-0.7969924481566543,0.11586535105394666
59,-0.6505896490514869,0.5853157172675579
60,-0.7664862091484032,0.23973527711482923
61,-0.7790593818436855,0.42560799997994014
62,-0.5687330742294663,0.6423706338465092
63,-0.6972213937982278,0.056271687507511534
64,-0.8106366655446043,0.17917126030274977
65,-0.7195709796168773,0.08532251143028836
66,-0.7452622486157148,0.0747058016666189
67,-0.7875136119569774,0.10552398101283832
68,-0.6311166013211323,0.36030439974893763
69,-0.6273900593382398,0.6204762801804552
70,-0.552797702162394,0.6565760568625292
71,-0.7757236925119109,0.3733470802576516
72,-0.7924481205815539,0.4080140307788335
73,-0.7717276069531734,0.35144161279995073
74,-0.6682404552424769,0.5448629400116732
75,-0.6447101088172399,-0.42713237957901984
76,0.5689874621509322,-0.38014431770833873
77,-0.5989275200408872,-0.4763938792184096
78,-0.6394007882300187,-0.5045837530086322
79,-0.6353842023135766,-0.28847160717037806
80,0.3151911057104202,0.635401850285852
81,0.2206715540632214,0.3305931011806447
82,0.20287171718751665,-0.5569214251148342
83,-0.10251179438342148,0.6443521725325977
84,0.5751607012080115,0.048544637637497876
85,0.4543465422065801,0.5522744938075761
86,-0.13198506609162355,0.7271642635944134
87,-0.7718072026640709,-0.3358274604986174
88,0.4932561017392304,-0.5934081232720643
89,0.667934771455229,-0.059707510237471347
90,-0.23263912844590398,0.6674083955495779
91,-0.3705756244956722,0.7231075209053714
92,-0.6069052189318432,-0.3261767318326951
93,0.4507781368747207,0.2253571554070059
94,0.3136079227778756,0.5691908628429317
95,0.2120841884177516,-0.5543812413846634
96,-0.22536448246144775,0.7345159773368037
97,0.1562950115408023,0.4391664855053518
98,0.034205819902432606,-0.5965818089481443
99,-0.6302773079721231,-0.31657049922473135
100,-0.6367156420231662,-0.28989942764143867
101,-0.6444737745422772,0.46292336667246814
102,-0.033104821650536624,0.4132477932567218
103,-0.07504125639761768,0.6864896313129135
104,-0.5164869867820064,0.6375407369904639
105,-0.2849955102272691,0.6896880822084519
106,0.423550162097431,-0.5076229711153801
107,-0.5802516727694915,0.5963368702097646
108,0.4012353116022897,-0.6249268364670625
109,0.3930155815136259,-0.6326997304856888
110,-0.057831090706816704,0.6488645166902068
111,-0.4544696514671741,0.661666947450234
112,0.6215024071467069,0.3291435042422041
113,0.08642156259599561,0.726947108530121
114,-0.034487724987433126,0.6804140299781612
115,0.1322477558937432,0.702844345698237
116,-0.5541200497996586,0.17784514131327575
117,0.165440196454888,0.27739101677743155
118,-0.1995855546699783,-0.46666118507809773
119,0.1843675657382812,0.3645267090370893
120,-0.18312734849169687,-0.4546755079193956
121,0.25460239098247933,0.45771136797167794
122,0.1816550367738056,-0.5613001649362058
123,-0.04077858809345255,0.35762701464478636
124,-0.73352997515852,-0.19535583588950972
125,0.31288035347017257,-0.5968633666592097
126,-0.6270226796067653,0.538949163069574
127,0.5151160147196933,0.021863198927277665
128,-0.3226078285351822,0.666375179677891
129,-0.5258185903599767,-0.11773870802288229
130,-0.8062957996872195,0.02092990508800077
131,0.009015449990343,0.7276900185408394
132,0.46866073489586285,0.20405608633134611
133,0.4485365790461019,0.48925290247709136
134,0.5156213388607371,0.22502710415057525
135,-0.3113868769606336,0.7293633761097609
136,-0.8332597816315005,0.05787771251440613
137,-0.1926444477477891,-0.6086931750611592
138,0.5534889936530161,-0.48109994603554423
139,0.4912541293679586,-0.5571399022840716
140,0.34239516018103705,-0.6739266331141571
141,-0.3294739447955398,0.6681696369356207
142,0.24608127031357016,0.5599041774327489
143,-0.5083138769251745,0.6232906972842323
144,0.3392620529107422,-0.6842269966532127
145,0.44741865561673105,-0.6343441941917999
146,-0.749466090979442,-0.08883480237934717
147,0.0839443516673819,-0.4796827061007772
148,0.4237194321796473,0.1855978439032875
149,0.48140908136739946,0.18979847049040846
150,0.2417482342957995,-0.6411056446470889
151,0.15021396046368402,-0.596016963373197
152,0.06766645789790018,0.6994676864805571
153,0.6542627098029715,-0.31465047580610356
