,eigen_values,PCA_components
0,6.8382090221848575,1
1,2.25463621102193,2
2,1.7707215102963973,3
3,1.0403905110445943,4
4,0.47380576083505616,5
5,0.23971061632659388,6
6,0.19835698290967077,7
7,0.14631432099521152,8
8,0.024617604604503716,9
9,0.008114414605362968,10
10,0.002781545818257334,11
11,0.0019691835352436495,12
12,0.0003723158223205509,13
